dataset_id,window_id,phase,split_role,alpha_name,feasibility_status,source_commit,target,fd_gradient,scaled_sensitivity,target_scale,parameter_scale,status,evidence_field
R52-C-75,R52-C-75__P4__huayi_sy3sy2_phase4_wgs1__plateau_2022-10-11N_009__W002,4,test,alpha_wgs,feasible_existing_op_conds,a2955d2a2f6e850b88d8b206f465d810e1ad86ab,H2_CO_ratio,-3.948066584756394e-18,-1.1844199754269182e-18,0.1,0.03,completed,pending_svd
R52-C-75,R52-C-75__P4__huayi_sy3sy2_phase4_wgs1__plateau_2022-10-11N_009__W002,4,test,alpha_char_oxidation,feasible_existing_op_conds,a2955d2a2f6e850b88d8b206f465d810e1ad86ab,CO_volpct_dry,0.0,0.0,10.0,0.03,completed,pending_svd
R52-C-75,R52-C-75__P4__huayi_sy3sy2_phase4_wgs1__plateau_2022-10-11N_009__W002,4,test,alpha_char_oxidation,feasible_existing_op_conds,a2955d2a2f6e850b88d8b206f465d810e1ad86ab,H2_volpct_dry,0.0,0.0,10.0,0.03,completed,pending_svd
R52-C-75,R52-C-75__P4__huayi_sy3sy2_phase4_wgs1__plateau_2022-10-11N_009__W002,4,test,alpha_char_oxidation,feasible_existing_op_conds,a2955d2a2f6e850b88d8b206f465d810e1ad86ab,CO2_volpct_dry,0.0,0.0,10.0,0.03,completed,pending_svd
R52-C-75,R52-C-75__P4__huayi_sy3sy2_phase4_wgs1__plateau_2022-10-11N_009__W002,4,test,alpha_char_oxidation,feasible_existing_op_conds,a2955d2a2f6e850b88d8b206f465d810e1ad86ab,H2_CO_ratio,0.0,0.0,0.1,0.03,completed,pending_svd
R52-C-75,R52-C-75__P4__huayi_sy3sy2_phase4_wgs1__plateau_2022-10-11N_009__W002,4,test,alpha_volatile_oxidation,feasible_existing_op_conds_shared_scalar,a2955d2a2f6e850b88d8b206f465d810e1ad86ab,CO_volpct_dry,-10.922106144078253,-0.10922106144078253,10.0,0.1,completed,pending_svd
R52-C-75,R52-C-75__P4__huayi_sy3sy2_phase4_wgs1__plateau_2022-10-11N_009__W002,4,test,alpha_volatile_oxidation,feasible_existing_op_conds_shared_scalar,a2955d2a2f6e850b88d8b206f465d810e1ad86ab,H2_volpct_dry,-1.017519973359063e-17,-1.017519973359063e-19,10.0,0.1,completed,pending_svd
R52-C-75,R52-C-75__P4__huayi_sy3sy2_phase4_wgs1__plateau_2022-10-11N_009__W002,4,test,alpha_volatile_oxidation,feasible_existing_op_conds_shared_scalar,a2955d2a2f6e850b88d8b206f465d810e1ad86ab,CO2_volpct_dry,1.5494017801790245,0.015494017801790246,10.0,0.1,completed,pending_svd
R52-C-75,R52-C-75__P4__huayi_sy3sy2_phase4_wgs1__plateau_2022-10-11N_009__W002,4,test,alpha_volatile_oxidation,feasible_existing_op_conds_shared_scalar,a2955d2a2f6e850b88d8b206f465d810e1ad86ab,H2_CO_ratio,-1.1686097103730313e-19,-1.1686097103730313e-19,0.1,0.1,completed,pending_svd
R52-C-75,R52-C-75__P4__huayi_sy3sy2_phase4_wgs1__plateau_2022-10-11N_009__W002,4,test,alpha_char_gasification,design_only_no_clean_grouped_path,a2955d2a2f6e850b88d8b206f465d810e1ad86ab,,,,,,unavailable,insufficiently_supported
