dataset_id,window_id,configuration,residual_name,residual_index,scaled_value,unscaled_value,is_dominant_scaled,is_dominant_unscaled,execution_status,source_commit
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,alt_cell0_init,energy,10,-0.0006503943945544205,-2627.9041986763477,False,True,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,tighter_tol,gas_O2,0,0.006246297066180843,3.6054322080422203,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,tighter_tol,gas_CH4,1,0.00640188792655888,3.695240984880778,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,tighter_tol,gas_CO,2,0.011461738428523452,6.61584302707854,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,tighter_tol,gas_CO2,3,-0.0708288316275846,-40.883190168896704,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,tighter_tol,gas_H2S,4,0.0065224533952602136,3.764832715697909,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,tighter_tol,gas_H2,5,0.08975379547600341,51.806889998120994,True,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,tighter_tol,gas_N2,6,5.986954416054394e-05,0.0003490271089940933,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,tighter_tol,gas_H2O,7,0.007405662146820703,4.274630640062071,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,tighter_tol,solid_mass,8,0.00032116813779401344,0.005579784546626777,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,tighter_tol,carbon_fraction,9,0.0,0.0,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P1__huayi_sy3_phase1_wgs1__plateau_2022-09-28D_008__W003,tighter_tol,energy,10,-0.0006503944822838497,-2627.90455314517,False,True,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,reference,gas_O2,0,0.008309084222207995,5.255804331549379,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,reference,gas_CH4,1,0.007927080063044094,5.014172515008473,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,reference,gas_CO,2,0.013032501452661136,8.243541135706323,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,reference,gas_CO2,3,-0.10831774133045922,-68.51499381203674,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,reference,gas_H2S,4,0.008515962912402461,5.386662785616223,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,reference,gas_H2,5,0.12620834152989943,79.83146281242549,True,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,reference,gas_N2,6,8.430165086259512e-05,0.000570111940196405,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,reference,gas_H2O,7,0.004774139208300549,3.019820338725367,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,reference,solid_mass,8,0.00045580211458926337,0.009284896474159865,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,reference,carbon_fraction,9,-5.749506346875553e-13,-5.018208071305708e-13,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,reference,energy,10,-0.0009061143353576456,-4012.056762099266,False,True,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,refined_first_cv,gas_O2,0,0.019296285765152597,12.20561732136995,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,refined_first_cv,gas_CH4,1,0.014214377361353362,8.991121537365533,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,refined_first_cv,gas_CO,2,0.012026096988889437,7.606952939158191,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,refined_first_cv,gas_CO2,3,-0.13375006053537822,-84.60188014799446,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,refined_first_cv,gas_H2S,4,0.013601362225438781,8.603366699349337,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,refined_first_cv,gas_H2,5,0.14587347997074712,92.27039314865698,True,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,refined_first_cv,gas_N2,6,0.0001289942369320008,0.0008723572307181016,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,refined_first_cv,gas_H2O,7,-0.0013796788267031108,-0.8726980927876866,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,refined_first_cv,solid_mass,8,0.002458191111119022,0.050074471464458974,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,refined_first_cv,carbon_fraction,9,8.432723447475923e-07,7.360138125633853e-07,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,refined_first_cv,energy,10,-0.0012457523174185645,-5515.892215773463,False,True,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,alt_cell0_init,gas_O2,0,0.008309056283728848,5.255786659423813,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,alt_cell0_init,gas_CH4,1,0.007927120823269384,5.014198297364615,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
R52-C-75,R52-C-75__P2__huayi_sy3sy2_phase2_wgs1__plateau_2022-10-03D_011__W001,alt_cell0_init,gas_CO,2,0.013032496706782658,8.243538133761945,False,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
