dataset_id,control,shift,seed,train_objective_model,train_objective_control,control_explains,execution_status,source_commit
R52-C-75,cyclic_shift_train_feature,7,20260826,2.1026211729731217,2.1027120537757873,False,completed,a2955d2a2f6e850b88d8b206f465d810e1ad86ab
